City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
327,great bend,38.3645,-98.7648,0.58,63,40,3.09,US,2025-01-13
328,hombourg-haut,49.1236,6.774,-1.75,65,95,3.75,FR,2025-01-13
329,howard springs,-12.497,131.047,25.95,99,100,5.08,AU,2025-01-13
330,nova sintra,14.8667,-24.7167,23.6,64,1,3.38,CV,2025-01-13
331,ilha de mocambique,-15.0342,40.7358,24.93,91,100,16.36,MZ,2025-01-13
332,sitia,35.2,26.0986,15.04,82,20,3.88,GR,2025-01-13
333,krasnoarmeyskoye,52.7182,50.0322,-0.88,94,100,4.4,RU,2025-01-13
334,caala,-12.8525,15.5606,18.74,95,100,0.63,AO,2025-01-13
335,narsinghgarh,23.7,77.1,10.77,65,0,2.16,IN,2025-01-13
336,kismayo,-0.3582,42.5454,25.01,79,13,9.45,SO,2025-01-13
337,codrington,-38.2667,141.9667,13.95,95,10,3.16,AU,2025-01-13
338,villa gesell,-37.2639,-56.973,24.86,55,99,10.87,AR,2025-01-13
339,plettenberg bay,-34.0527,23.3716,19.92,87,48,1.08,ZA,2025-01-13
340,at taj,24.2049,23.2857,16.03,27,92,3.67,LY,2025-01-13
341,katsuura,35.1333,140.3,9.56,56,75,3.99,JP,2025-01-13
342,al minya,28.1099,30.7503,16.54,43,100,3.16,EG,2025-01-13
343,prince rupert,54.3161,-130.3201,7.83,86,100,10.29,CA,2025-01-13
